days_to_election,state,countyfips,gender,age,race,party_affiliation,partisanship,voted_previous_pres,ballots_requested,ballots_returned
26,NE,31055,Male,18-21,Caucasian,Other/Unknown,Total,Total,2,0
26,NE,31055,Male,18-21,Caucasian,Republican,Total,Total,28,15
26,NE,31055,Male,18-21,Hispanic,Democrat,Total,Total,2,3
26,NE,31055,Male,18-21,Hispanic,No Party Affiliation,Total,Total,1,3
26,NE,31055,Male,18-21,Other,No Party Affiliation,Total,Total,0,1
26,NE,31055,Male,22-29,Asian,Democrat,Total,Total,1,3
26,NE,31055,Male,22-29,Asian,No Party Affiliation,Total,Total,1,4
26,NE,31055,Male,22-29,Asian,Other/Unknown,Total,Total,1,0
26,NE,31055,Male,22-29,Asian,Republican,Total,Total,2,1
26,NE,31055,Male,22-29,Black,Democrat,Total,Total,10,8
26,NE,31055,Male,22-29,Black,No Party Affiliation,Total,Total,6,3
26,NE,31055,Male,22-29,Black,Other/Unknown,Total,Total,3,0
26,NE,31055,Male,22-29,Black,Republican,Total,Total,0,1
26,NE,31055,Male,22-29,Caucasian,Democrat,Total,Total,55,70
26,NE,31055,Male,22-29,Caucasian,No Party Affiliation,Total,Total,39,32
26,NE,31055,Male,22-29,Caucasian,Other/Unknown,Total,Total,6,0
26,NE,31055,Male,22-29,Caucasian,Republican,Total,Total,51,37
26,NE,31055,Male,22-29,Hispanic,Democrat,Total,Total,2,5
26,NE,31055,Male,22-29,Hispanic,No Party Affiliation,Total,Total,3,0
26,NE,31055,Male,22-29,Hispanic,Other/Unknown,Total,Total,1,0
26,NE,31055,Male,22-29,Hispanic,Republican,Total,Total,1,0
26,NE,31055,Male,22-29,Other,Democrat,Total,Total,0,1
26,NE,31055,Male,22-29,Other,No Party Affiliation,Total,Total,0,1
26,NE,31055,Male,22-29,Other,Republican,Total,Total,1,0
26,NE,31055,Male,30-39,Asian,Democrat,Total,Total,0,3
26,NE,31055,Male,30-39,Asian,No Party Affiliation,Total,Total,1,1
26,NE,31055,Male,30-39,Asian,Other/Unknown,Total,Total,1,0
26,NE,31055,Male,30-39,Asian,Republican,Total,Total,0,1
26,NE,31055,Male,30-39,Black,Democrat,Total,Total,14,13
26,NE,31055,Male,30-39,Black,No Party Affiliation,Total,Total,7,8
26,NE,31055,Male,30-39,Black,Other/Unknown,Total,Total,1,2
26,NE,31055,Male,30-39,Black,Republican,Total,Total,4,4
26,NE,31055,Male,30-39,Caucasian,Democrat,Total,Total,72,157
26,NE,31055,Male,30-39,Caucasian,No Party Affiliation,Total,Total,52,79
26,NE,31055,Male,30-39,Caucasian,Other/Unknown,Total,Total,5,11
26,NE,31055,Male,30-39,Caucasian,Republican,Total,Total,38,48
26,NE,31055,Male,30-39,Hispanic,Democrat,Total,Total,6,8
26,NE,31055,Male,30-39,Hispanic,No Party Affiliation,Total,Total,2,3
26,NE,31055,Male,30-39,Hispanic,Other/Unknown,Total,Total,1,1
26,NE,31055,Male,30-39,Hispanic,Republican,Total,Total,1,3
26,NE,31055,Male,30-39,Other,Democrat,Total,Total,1,0
26,NE,31055,Male,30-39,Other,Other/Unknown,Total,Total,1,0
26,NE,31055,Male,30-39,Other,Republican,Total,Total,1,0
26,NE,31055,Male,40-49,Asian,Democrat,Total,Total,0,1
26,NE,31055,Male,40-49,Asian,No Party Affiliation,Total,Total,0,1
26,NE,31055,Male,40-49,Asian,Republican,Total,Total,1,0
26,NE,31055,Male,40-49,Black,Democrat,Total,Total,15,15
26,NE,31055,Male,40-49,Black,No Party Affiliation,Total,Total,5,7
26,NE,31055,Male,40-49,Black,Other/Unknown,Total,Total,1,0
26,NE,31055,Male,40-49,Black,Republican,Total,Total,6,3
26,NE,31055,Male,40-49,Caucasian,Democrat,Total,Total,51,128
26,NE,31055,Male,40-49,Caucasian,No Party Affiliation,Total,Total,52,82
26,NE,31055,Male,40-49,Caucasian,Other/Unknown,Total,Total,8,9
26,NE,31055,Male,40-49,Caucasian,Republican,Total,Total,46,87
26,NE,31055,Male,40-49,Hispanic,Democrat,Total,Total,4,10
26,NE,31055,Male,40-49,Hispanic,No Party Affiliation,Total,Total,3,3
26,NE,31055,Male,40-49,Hispanic,Other/Unknown,Total,Total,2,0
26,NE,31055,Male,40-49,Hispanic,Republican,Total,Total,1,3
26,NE,31055,Male,40-49,Other,Democrat,Total,Total,1,2
26,NE,31055,Male,40-49,Other,Republican,Total,Total,0,1
26,NE,31055,Male,50-64,Asian,Democrat,Total,Total,1,5
26,NE,31055,Male,50-64,Asian,No Party Affiliation,Total,Total,1,5
26,NE,31055,Male,50-64,Asian,Other/Unknown,Total,Total,1,1
26,NE,31055,Male,50-64,Asian,Republican,Total,Total,3,3
26,NE,31055,Male,50-64,Black,Democrat,Total,Total,18,44
26,NE,31055,Male,50-64,Black,No Party Affiliation,Total,Total,3,14
26,NE,31055,Male,50-64,Black,Other/Unknown,Total,Total,1,1
26,NE,31055,Male,50-64,Black,Republican,Total,Total,4,8
26,NE,31055,Male,50-64,Caucasian,Democrat,Total,Total,89,226
26,NE,31055,Male,50-64,Caucasian,No Party Affiliation,Total,Total,55,114
26,NE,31055,Male,50-64,Caucasian,Other/Unknown,Total,Total,16,10
26,NE,31055,Male,50-64,Caucasian,Republican,Total,Total,167,270
26,NE,31055,Male,50-64,Hispanic,Democrat,Total,Total,9,12
26,NE,31055,Male,50-64,Hispanic,No Party Affiliation,Total,Total,2,1
26,NE,31055,Male,50-64,Hispanic,Other/Unknown,Total,Total,1,0
26,NE,31055,Male,50-64,Hispanic,Republican,Total,Total,3,4
26,NE,31055,Male,50-64,Other,Democrat,Total,Total,1,0
26,NE,31055,Male,50-64,Other,Other/Unknown,Total,Total,2,0
26,NE,31055,Male,50-64,Other,Republican,Total,Total,0,2
26,NE,31055,Male,65+,Asian,Democrat,Total,Total,0,3
26,NE,31055,Male,65+,Asian,No Party Affiliation,Total,Total,0,1
26,NE,31055,Male,65+,Asian,Republican,Total,Total,1,4
26,NE,31055,Male,65+,Black,Democrat,Total,Total,10,30
26,NE,31055,Male,65+,Black,No Party Affiliation,Total,Total,1,12
26,NE,31055,Male,65+,Black,Other/Unknown,Total,Total,3,1
26,NE,31055,Male,65+,Black,Republican,Total,Total,5,13
26,NE,31055,Male,65+,Caucasian,Democrat,Total,Total,60,348
26,NE,31055,Male,65+,Caucasian,No Party Affiliation,Total,Total,31,133
26,NE,31055,Male,65+,Caucasian,Other/Unknown,Total,Total,17,4
26,NE,31055,Male,65+,Caucasian,Republican,Total,Total,121,421
26,NE,31055,Male,65+,Hispanic,Democrat,Total,Total,2,13
26,NE,31055,Male,65+,Hispanic,No Party Affiliation,Total,Total,1,4
26,NE,31055,Male,65+,Hispanic,Other/Unknown,Total,Total,1,0
26,NE,31055,Male,65+,Hispanic,Republican,Total,Total,3,8
26,NE,31055,Male,65+,Other,Democrat,Total,Total,1,0
26,NE,31055,Male,65+,Other,No Party Affiliation,Total,Total,0,3
26,NE,31055,Male,65+,Other,Republican,Total,Total,1,6
26,NE,31055,Unknown,18-21,Asian,Democrat,Total,Total,1,1
26,NE,31055,Unknown,18-21,Black,Democrat,Total,Total,1,4
26,NE,31055,Unknown,18-21,Black,No Party Affiliation,Total,Total,1,2
26,NE,31055,Unknown,18-21,Black,Republican,Total,Total,0,1
26,NE,31055,Unknown,18-21,Caucasian,Democrat,Total,Total,4,2
26,NE,31055,Unknown,18-21,Caucasian,No Party Affiliation,Total,Total,2,4
26,NE,31055,Unknown,18-21,Caucasian,Republican,Total,Total,5,3
26,NE,31055,Unknown,18-21,Hispanic,Democrat,Total,Total,1,1
26,NE,31055,Unknown,22-29,Black,Democrat,Total,Total,1,1
26,NE,31055,Unknown,22-29,Caucasian,Democrat,Total,Total,5,2
26,NE,31055,Unknown,22-29,Caucasian,No Party Affiliation,Total,Total,2,1
26,NE,31055,Unknown,22-29,Caucasian,Other/Unknown,Total,Total,1,0
26,NE,31055,Unknown,22-29,Caucasian,Republican,Total,Total,1,2
26,NE,31055,Unknown,22-29,Hispanic,Democrat,Total,Total,0,2
26,NE,31055,Unknown,22-29,Hispanic,No Party Affiliation,Total,Total,1,0
26,NE,31055,Unknown,30-39,Asian,Democrat,Total,Total,0,2
26,NE,31055,Unknown,30-39,Black,Democrat,Total,Total,1,0
26,NE,31055,Unknown,30-39,Caucasian,Democrat,Total,Total,3,5
26,NE,31055,Unknown,30-39,Caucasian,No Party Affiliation,Total,Total,0,1
26,NE,31055,Unknown,30-39,Caucasian,Republican,Total,Total,1,1
26,NE,31055,Unknown,30-39,Other,Democrat,Total,Total,0,1
26,NE,31055,Unknown,40-49,Asian,No Party Affiliation,Total,Total,0,1
26,NE,31055,Unknown,40-49,Black,No Party Affiliation,Total,Total,0,2
26,NE,31055,Unknown,40-49,Caucasian,No Party Affiliation,Total,Total,1,0
26,NE,31055,Unknown,40-49,Caucasian,Republican,Total,Total,1,3
26,NE,31055,Unknown,40-49,Hispanic,Democrat,Total,Total,0,1
26,NE,31055,Unknown,50-64,Asian,No Party Affiliation,Total,Total,1,0
26,NE,31055,Unknown,50-64,Asian,Other/Unknown,Total,Total,1,0
26,NE,31055,Unknown,50-64,Asian,Republican,Total,Total,1,0
26,NE,31055,Unknown,50-64,Black,Democrat,Total,Total,0,1
26,NE,31055,Unknown,50-64,Black,No Party Affiliation,Total,Total,0,1
26,NE,31055,Unknown,50-64,Black,Republican,Total,Total,0,1
26,NE,31055,Unknown,50-64,Caucasian,No Party Affiliation,Total,Total,0,1
26,NE,31055,Unknown,50-64,Caucasian,Other/Unknown,Total,Total,1,0
26,NE,31055,Unknown,50-64,Caucasian,Republican,Total,Total,1,0
26,NE,31055,Unknown,50-64,Hispanic,Republican,Total,Total,0,1
26,NE,31055,Unknown,65+,Caucasian,Democrat,Total,Total,0,2
26,NE,31055,Unknown,65+,Caucasian,Republican,Total,Total,1,1
26,NE,31055,Unknown,65+,Hispanic,Democrat,Total,Total,1,0
26,NE,31055,Unknown,Unknown,Caucasian,Other/Unknown,Total,Total,1,0
27,NE,31055,Female,18-21,Asian,No Party Affiliation,Total,Total,0,1
27,NE,31055,Female,18-21,Asian,Republican,Total,Total,1,0
27,NE,31055,Female,18-21,Black,Democrat,Total,Total,2,5
27,NE,31055,Female,18-21,Black,No Party Affiliation,Total,Total,1,1
27,NE,31055,Female,18-21,Caucasian,Democrat,Total,Total,16,36
27,NE,31055,Female,18-21,Caucasian,No Party Affiliation,Total,Total,12,15
27,NE,31055,Female,18-21,Caucasian,Republican,Total,Total,6,10
27,NE,31055,Female,18-21,Hispanic,Democrat,Total,Total,0,11
27,NE,31055,Female,18-21,Hispanic,No Party Affiliation,Total,Total,2,0
27,NE,31055,Female,18-21,Other,No Party Affiliation,Total,Total,1,0
27,NE,31055,Female,22-29,Asian,Democrat,Total,Total,1,5
27,NE,31055,Female,22-29,Asian,No Party Affiliation,Total,Total,1,1
27,NE,31055,Female,22-29,Asian,Other/Unknown,Total,Total,2,0
27,NE,31055,Female,22-29,Asian,Republican,Total,Total,1,0
27,NE,31055,Female,22-29,Black,Democrat,Total,Total,7,12
27,NE,31055,Female,22-29,Black,No Party Affiliation,Total,Total,2,0
27,NE,31055,Female,22-29,Black,Republican,Total,Total,4,1
27,NE,31055,Female,22-29,Caucasian,Democrat,Total,Total,41,83
27,NE,31055,Female,22-29,Caucasian,No Party Affiliation,Total,Total,17,38
27,NE,31055,Female,22-29,Caucasian,Other/Unknown,Total,Total,7,4
27,NE,31055,Female,22-29,Caucasian,Republican,Total,Total,18,34
27,NE,31055,Female,22-29,Hispanic,Democrat,Total,Total,9,6
27,NE,31055,Female,22-29,Hispanic,No Party Affiliation,Total,Total,1,0
27,NE,31055,Female,22-29,Hispanic,Republican,Total,Total,1,1
27,NE,31055,Female,22-29,Other,Democrat,Total,Total,0,1
27,NE,31055,Female,22-29,Other,No Party Affiliation,Total,Total,1,0
27,NE,31055,Female,22-29,Other,Republican,Total,Total,1,0
27,NE,31055,Female,30-39,Asian,Democrat,Total,Total,0,1
27,NE,31055,Female,30-39,Asian,No Party Affiliation,Total,Total,0,1
27,NE,31055,Female,30-39,Asian,Other/Unknown,Total,Total,0,1
27,NE,31055,Female,30-39,Asian,Republican,Total,Total,1,0
27,NE,31055,Female,30-39,Black,Democrat,Total,Total,9,25
27,NE,31055,Female,30-39,Black,No Party Affiliation,Total,Total,2,6
27,NE,31055,Female,30-39,Black,Other/Unknown,Total,Total,0,2
27,NE,31055,Female,30-39,Black,Republican,Total,Total,0,2
27,NE,31055,Female,30-39,Caucasian,Democrat,Total,Total,61,183
27,NE,31055,Female,30-39,Caucasian,No Party Affiliation,Total,Total,17,81
27,NE,31055,Female,30-39,Caucasian,Other/Unknown,Total,Total,3,3
27,NE,31055,Female,30-39,Caucasian,Republican,Total,Total,35,61
27,NE,31055,Female,30-39,Hispanic,Democrat,Total,Total,3,12
27,NE,31055,Female,30-39,Hispanic,No Party Affiliation,Total,Total,1,3
27,NE,31055,Female,30-39,Hispanic,Other/Unknown,Total,Total,1,1
27,NE,31055,Female,30-39,Hispanic,Republican,Total,Total,2,3
27,NE,31055,Female,30-39,Other,Democrat,Total,Total,1,3
27,NE,31055,Female,30-39,Other,No Party Affiliation,Total,Total,1,0
27,NE,31055,Female,40-49,Asian,Democrat,Total,Total,1,5
27,NE,31055,Female,40-49,Asian,No Party Affiliation,Total,Total,0,2
27,NE,31055,Female,40-49,Asian,Republican,Total,Total,1,1
27,NE,31055,Female,40-49,Black,Democrat,Total,Total,9,30
27,NE,31055,Female,40-49,Black,No Party Affiliation,Total,Total,2,11
27,NE,31055,Female,40-49,Black,Other/Unknown,Total,Total,0,1
27,NE,31055,Female,40-49,Black,Republican,Total,Total,2,3
27,NE,31055,Female,40-49,Caucasian,Democrat,Total,Total,45,199
27,NE,31055,Female,40-49,Caucasian,No Party Affiliation,Total,Total,17,85
27,NE,31055,Female,40-49,Caucasian,Other/Unknown,Total,Total,5,2
27,NE,31055,Female,40-49,Caucasian,Republican,Total,Total,18,85
27,NE,31055,Female,40-49,Hispanic,Democrat,Total,Total,4,19
27,NE,31055,Female,40-49,Hispanic,No Party Affiliation,Total,Total,0,4
27,NE,31055,Female,40-49,Hispanic,Republican,Total,Total,0,2
27,NE,31055,Female,50-64,Asian,Democrat,Total,Total,1,11
27,NE,31055,Female,50-64,Asian,No Party Affiliation,Total,Total,1,3
27,NE,31055,Female,50-64,Asian,Other/Unknown,Total,Total,2,0
27,NE,31055,Female,50-64,Asian,Republican,Total,Total,0,5
27,NE,31055,Female,50-64,Black,Democrat,Total,Total,19,97
27,NE,31055,Female,50-64,Black,No Party Affiliation,Total,Total,3,10
27,NE,31055,Female,50-64,Black,Other/Unknown,Total,Total,1,0
27,NE,31055,Female,50-64,Black,Republican,Total,Total,1,15
27,NE,31055,Female,50-64,Caucasian,Democrat,Total,Total,65,406
27,NE,31055,Female,50-64,Caucasian,No Party Affiliation,Total,Total,21,119
27,NE,31055,Female,50-64,Caucasian,Other/Unknown,Total,Total,6,10
27,NE,31055,Female,50-64,Caucasian,Republican,Total,Total,56,266
27,NE,31055,Female,50-64,Hispanic,Democrat,Total,Total,5,17
27,NE,31055,Female,50-64,Hispanic,No Party Affiliation,Total,Total,1,1
27,NE,31055,Female,50-64,Hispanic,Republican,Total,Total,0,3
27,NE,31055,Female,50-64,Other,Democrat,Total,Total,1,6
27,NE,31055,Female,50-64,Other,No Party Affiliation,Total,Total,1,2
27,NE,31055,Female,50-64,Other,Republican,Total,Total,1,1
27,NE,31055,Female,65+,Asian,Democrat,Total,Total,1,4
27,NE,31055,Female,65+,Asian,No Party Affiliation,Total,Total,0,1
27,NE,31055,Female,65+,Asian,Republican,Total,Total,0,2
27,NE,31055,Female,65+,Black,Democrat,Total,Total,15,95
27,NE,31055,Female,65+,Black,No Party Affiliation,Total,Total,2,12
27,NE,31055,Female,65+,Black,Other/Unknown,Total,Total,0,1
27,NE,31055,Female,65+,Black,Republican,Total,Total,0,19
27,NE,31055,Female,65+,Caucasian,Democrat,Total,Total,48,668
27,NE,31055,Female,65+,Caucasian,No Party Affiliation,Total,Total,25,156
27,NE,31055,Female,65+,Caucasian,Other/Unknown,Total,Total,11,8
27,NE,31055,Female,65+,Caucasian,Republican,Total,Total,88,554
27,NE,31055,Female,65+,Hispanic,Democrat,Total,Total,0,16
27,NE,31055,Female,65+,Hispanic,No Party Affiliation,Total,Total,0,4
27,NE,31055,Female,65+,Hispanic,Other/Unknown,Total,Total,1,0
27,NE,31055,Female,65+,Hispanic,Republican,Total,Total,0,8
27,NE,31055,Female,65+,Other,Democrat,Total,Total,0,1
27,NE,31055,Female,65+,Other,No Party Affiliation,Total,Total,0,2
27,NE,31055,Female,65+,Other,Republican,Total,Total,0,3
27,NE,31055,Female,Unknown,Caucasian,Other/Unknown,Total,Total,1,0
27,NE,31055,Male,18-21,Asian,Democrat,Total,Total,1,1
27,NE,31055,Male,18-21,Black,Democrat,Total,Total,1,2
27,NE,31055,Male,18-21,Black,Other/Unknown,Total,Total,1,1
27,NE,31055,Male,18-21,Black,Republican,Total,Total,1,0
27,NE,31055,Male,18-21,Caucasian,Democrat,Total,Total,12,24
27,NE,31055,Male,18-21,Caucasian,No Party Affiliation,Total,Total,6,25
27,NE,31055,Male,18-21,Caucasian,Republican,Total,Total,8,10
27,NE,31055,Male,18-21,Hispanic,Democrat,Total,Total,1,4
27,NE,31055,Male,18-21,Hispanic,No Party Affiliation,Total,Total,1,1
27,NE,31055,Male,18-21,Hispanic,Other/Unknown,Total,Total,0,1
27,NE,31055,Male,18-21,Hispanic,Republican,Total,Total,0,1
27,NE,31055,Male,22-29,Asian,Democrat,Total,Total,2,1
27,NE,31055,Male,22-29,Asian,No Party Affiliation,Total,Total,1,1
27,NE,31055,Male,22-29,Black,Democrat,Total,Total,5,8
27,NE,31055,Male,22-29,Black,No Party Affiliation,Total,Total,1,3
27,NE,31055,Male,22-29,Black,Other/Unknown,Total,Total,0,1
27,NE,31055,Male,22-29,Black,Republican,Total,Total,0,2
27,NE,31055,Male,22-29,Caucasian,Democrat,Total,Total,33,67
27,NE,31055,Male,22-29,Caucasian,No Party Affiliation,Total,Total,12,36
27,NE,31055,Male,22-29,Caucasian,Other/Unknown,Total,Total,1,3
27,NE,31055,Male,22-29,Caucasian,Republican,Total,Total,18,25
27,NE,31055,Male,22-29,Hispanic,Democrat,Total,Total,3,4
27,NE,31055,Male,22-29,Hispanic,No Party Affiliation,Total,Total,0,5
27,NE,31055,Male,22-29,Hispanic,Republican,Total,Total,2,0
27,NE,31055,Male,22-29,Other,Democrat,Total,Total,1,1
27,NE,31055,Male,22-29,Other,Republican,Total,Total,1,0
27,NE,31055,Male,30-39,Asian,Democrat,Total,Total,1,3
27,NE,31055,Male,30-39,Asian,No Party Affiliation,Total,Total,0,2
27,NE,31055,Male,30-39,Asian,Other/Unknown,Total,Total,1,1
27,NE,31055,Male,30-39,Asian,Republican,Total,Total,0,1
27,NE,31055,Male,30-39,Black,Democrat,Total,Total,3,14
27,NE,31055,Male,30-39,Black,No Party Affiliation,Total,Total,6,9
27,NE,31055,Male,30-39,Black,Republican,Total,Total,0,4
27,NE,31055,Male,30-39,Caucasian,Democrat,Total,Total,44,190
27,NE,31055,Male,30-39,Caucasian,No Party Affiliation,Total,Total,35,94
27,NE,31055,Male,30-39,Caucasian,Other/Unknown,Total,Total,6,9
27,NE,31055,Male,30-39,Caucasian,Republican,Total,Total,18,69
27,NE,31055,Male,30-39,Hispanic,Democrat,Total,Total,2,11
27,NE,31055,Male,30-39,Hispanic,No Party Affiliation,Total,Total,0,3
27,NE,31055,Male,30-39,Hispanic,Republican,Total,Total,1,3
27,NE,31055,Male,30-39,Other,Democrat,Total,Total,1,1
27,NE,31055,Male,30-39,Other,No Party Affiliation,Total,Total,1,2
27,NE,31055,Male,30-39,Other,Republican,Total,Total,1,0
27,NE,31055,Male,40-49,Asian,Democrat,Total,Total,1,2
27,NE,31055,Male,40-49,Asian,No Party Affiliation,Total,Total,1,4
27,NE,31055,Male,40-49,Black,Democrat,Total,Total,3,18
27,NE,31055,Male,40-49,Black,No Party Affiliation,Total,Total,5,7
27,NE,31055,Male,40-49,Black,Other/Unknown,Total,Total,1,0
27,NE,31055,Male,40-49,Black,Republican,Total,Total,1,2
27,NE,31055,Male,40-49,Caucasian,Democrat,Total,Total,29,134
27,NE,31055,Male,40-49,Caucasian,No Party Affiliation,Total,Total,20,90
27,NE,31055,Male,40-49,Caucasian,Other/Unknown,Total,Total,3,3
27,NE,31055,Male,40-49,Caucasian,Republican,Total,Total,21,84
27,NE,31055,Male,40-49,Hispanic,Democrat,Total,Total,2,7
27,NE,31055,Male,40-49,Hispanic,No Party Affiliation,Total,Total,1,4
27,NE,31055,Male,40-49,Hispanic,Republican,Total,Total,0,2
27,NE,31055,Male,40-49,Other,Democrat,Total,Total,1,0
27,NE,31055,Male,40-49,Other,Republican,Total,Total,0,1
27,NE,31055,Male,50-64,Asian,Democrat,Total,Total,1,7
27,NE,31055,Male,50-64,Asian,No Party Affiliation,Total,Total,1,1
27,NE,31055,Male,50-64,Asian,Other/Unknown,Total,Total,1,0
27,NE,31055,Male,50-64,Black,Democrat,Total,Total,11,54
27,NE,31055,Male,50-64,Black,No Party Affiliation,Total,Total,3,12
27,NE,31055,Male,50-64,Black,Other/Unknown,Total,Total,3,2
27,NE,31055,Male,50-64,Black,Republican,Total,Total,4,15
27,NE,31055,Male,50-64,Caucasian,Democrat,Total,Total,33,261
27,NE,31055,Male,50-64,Caucasian,No Party Affiliation,Total,Total,24,124
27,NE,31055,Male,50-64,Caucasian,Other/Unknown,Total,Total,3,5
27,NE,31055,Male,50-64,Caucasian,Republican,Total,Total,57,237
27,NE,31055,Male,50-64,Hispanic,Democrat,Total,Total,1,14
27,NE,31055,Male,50-64,Hispanic,No Party Affiliation,Total,Total,0,6
27,NE,31055,Male,50-64,Hispanic,Other/Unknown,Total,Total,0,1
27,NE,31055,Male,50-64,Hispanic,Republican,Total,Total,1,4
27,NE,31055,Male,50-64,Other,Democrat,Total,Total,0,1
27,NE,31055,Male,50-64,Other,No Party Affiliation,Total,Total,0,1
27,NE,31055,Male,50-64,Other,Republican,Total,Total,0,2
27,NE,31055,Male,65+,Asian,Democrat,Total,Total,0,1
27,NE,31055,Male,65+,Asian,No Party Affiliation,Total,Total,0,3
27,NE,31055,Male,65+,Asian,Republican,Total,Total,0,2
27,NE,31055,Male,65+,Black,Democrat,Total,Total,3,43
27,NE,31055,Male,65+,Black,No Party Affiliation,Total,Total,2,9
27,NE,31055,Male,65+,Black,Other/Unknown,Total,Total,2,2
27,NE,31055,Male,65+,Black,Republican,Total,Total,3,14
27,NE,31055,Male,65+,Caucasian,Democrat,Total,Total,30,379
27,NE,31055,Male,65+,Caucasian,No Party Affiliation,Total,Total,16,160
27,NE,31055,Male,65+,Caucasian,Other/Unknown,Total,Total,7,3
27,NE,31055,Male,65+,Caucasian,Republican,Total,Total,53,432
27,NE,31055,Male,65+,Hispanic,Democrat,Total,Total,1,14
27,NE,31055,Male,65+,Hispanic,No Party Affiliation,Total,Total,1,6
27,NE,31055,Male,65+,Hispanic,Republican,Total,Total,0,6
27,NE,31055,Male,65+,Other,No Party Affiliation,Total,Total,0,1
27,NE,31055,Male,65+,Other,Republican,Total,Total,0,1
27,NE,31055,Unknown,18-21,Asian,Democrat,Total,Total,0,1
27,NE,31055,Unknown,18-21,Black,Democrat,Total,Total,1,0
27,NE,31055,Unknown,18-21,Black,No Party Affiliation,Total,Total,0,2
27,NE,31055,Unknown,18-21,Black,Other/Unknown,Total,Total,0,1
27,NE,31055,Unknown,18-21,Caucasian,Democrat,Total,Total,1,2
27,NE,31055,Unknown,18-21,Caucasian,No Party Affiliation,Total,Total,1,3
27,NE,31055,Unknown,18-21,Caucasian,Republican,Total,Total,1,3
27,NE,31055,Unknown,18-21,Hispanic,No Party Affiliation,Total,Total,0,1
27,NE,31055,Unknown,22-29,Asian,Democrat,Total,Total,0,2
27,NE,31055,Unknown,22-29,Black,Democrat,Total,Total,2,3
27,NE,31055,Unknown,22-29,Black,No Party Affiliation,Total,Total,0,1
27,NE,31055,Unknown,22-29,Black,Republican,Total,Total,0,1
27,NE,31055,Unknown,22-29,Caucasian,Democrat,Total,Total,2,3
27,NE,31055,Unknown,22-29,Caucasian,No Party Affiliation,Total,Total,1,2
27,NE,31055,Unknown,22-29,Caucasian,Republican,Total,Total,2,2
27,NE,31055,Unknown,22-29,Hispanic,Democrat,Total,Total,1,3
27,NE,31055,Unknown,30-39,Asian,Democrat,Total,Total,0,2
27,NE,31055,Unknown,30-39,Black,Democrat,Total,Total,1,1
27,NE,31055,Unknown,30-39,Caucasian,Democrat,Total,Total,1,2
27,NE,31055,Unknown,30-39,Caucasian,No Party Affiliation,Total,Total,0,1
27,NE,31055,Unknown,30-39,Hispanic,Democrat,Total,Total,1,0
27,NE,31055,Unknown,40-49,Asian,No Party Affiliation,Total,Total,1,0
27,NE,31055,Unknown,40-49,Black,Democrat,Total,Total,1,0
27,NE,31055,Unknown,40-49,Caucasian,Democrat,Total,Total,1,3
27,NE,31055,Unknown,40-49,Other,Republican,Total,Total,0,1
27,NE,31055,Unknown,50-64,Asian,Other/Unknown,Total,Total,1,0
27,NE,31055,Unknown,50-64,Black,Democrat,Total,Total,0,1
27,NE,31055,Unknown,50-64,Black,Republican,Total,Total,0,2
27,NE,31055,Unknown,50-64,Caucasian,Democrat,Total,Total,0,3
27,NE,31055,Unknown,50-64,Caucasian,No Party Affiliation,Total,Total,0,1
27,NE,31055,Unknown,50-64,Caucasian,Republican,Total,Total,0,1
27,NE,31055,Unknown,65+,Caucasian,Republican,Total,Total,0,1
27,NE,31055,Unknown,Unknown,Hispanic,Other/Unknown,Total,Total,1,0
28,NE,31055,Female,18-21,Asian,Other/Unknown,Total,Total,1,0
28,NE,31055,Female,18-21,Asian,Republican,Total,Total,1,1
28,NE,31055,Female,18-21,Black,Democrat,Total,Total,2,6
28,NE,31055,Female,18-21,Black,No Party Affiliation,Total,Total,0,1
28,NE,31055,Female,18-21,Caucasian,Democrat,Total,Total,27,38
28,NE,31055,Female,18-21,Caucasian,No Party Affiliation,Total,Total,13,9
28,NE,31055,Female,18-21,Caucasian,Republican,Total,Total,13,12
28,NE,31055,Female,18-21,Hispanic,Democrat,Total,Total,2,4
28,NE,31055,Female,18-21,Hispanic,No Party Affiliation,Total,Total,4,1
28,NE,31055,Female,18-21,Other,Democrat,Total,Total,0,1
28,NE,31055,Female,22-29,Asian,Democrat,Total,Total,1,3
28,NE,31055,Female,22-29,Asian,No Party Affiliation,Total,Total,2,2
28,NE,31055,Female,22-29,Asian,Republican,Total,Total,2,0
28,NE,31055,Female,22-29,Black,Democrat,Total,Total,12,14
28,NE,31055,Female,22-29,Black,No Party Affiliation,Total,Total,2,1
28,NE,31055,Female,22-29,Black,Republican,Total,Total,3,1
28,NE,31055,Female,22-29,Caucasian,Democrat,Total,Total,59,93
28,NE,31055,Female,22-29,Caucasian,No Party Affiliation,Total,Total,37,34
28,NE,31055,Female,22-29,Caucasian,Other/Unknown,Total,Total,4,3
28,NE,31055,Female,22-29,Caucasian,Republican,Total,Total,38,39
28,NE,31055,Female,22-29,Hispanic,Democrat,Total,Total,8,12
28,NE,31055,Female,22-29,Hispanic,No Party Affiliation,Total,Total,3,2
28,NE,31055,Female,22-29,Hispanic,Other/Unknown,Total,Total,1,0
28,NE,31055,Female,22-29,Hispanic,Republican,Total,Total,0,1
28,NE,31055,Female,22-29,Other,Democrat,Total,Total,0,1
28,NE,31055,Female,22-29,Other,No Party Affiliation,Total,Total,2,1
28,NE,31055,Female,30-39,Asian,Democrat,Total,Total,3,6
